"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @NetflixFilm: A new Adam McKay comedy starring Jennifer Lawrence? It's happening.

In DON'T LOOK UP, an asteroid is approaching Earth an<U+2026>",FALSE,0,NA,2020-02-19 18:08:10,FALSE,NA,"1230192363743563776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",43,TRUE,FALSE,NA,NA
"RT @contodonetflix: SO excited to announce Brown Love, a new podcast hosted by the incredible @SheisDash. Each week, Dascha will talk to La<U+2026>",FALSE,0,NA,2020-02-19 15:03:39,FALSE,NA,"1230145930449436672",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",241,TRUE,FALSE,NA,NA
"RT @seewhatsnext: check out everything coming to Netflix US in March: https://t.co/hYQPjIMxBZ",FALSE,0,NA,2020-02-19 15:01:49,FALSE,NA,"1230145468388134912",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",336,TRUE,FALSE,NA,NA
"@Refinery29 @RossButler @noahcent https://t.co/e6KSkqd29V",FALSE,15,"Refinery29",2020-02-19 03:44:06,FALSE,"1229925324504338433","1229974917665447936","19546942","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",0,FALSE,FALSE,NA,NA
"RT @thisjenlewis: I drew this for my beloved @netflix's Instagram and it took me an extra long time because I kept accidentally hypnotizing<U+2026>",FALSE,0,NA,2020-02-18 21:49:36,FALSE,NA,"1229885704471183363",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",445,TRUE,FALSE,NA,NA
"RT @NetflixFilm: If you enjoyed Song Kang-ho<U+2019>s performance as the Kim family patriarch in PARASITE, you can check him out as an infamous '7<U+2026>",FALSE,0,NA,2020-02-18 21:16:08,FALSE,NA,"1229877281994223616",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",112,TRUE,FALSE,NA,NA
"don't know who needs to see this, but: https://t.co/Cg6DJbiHEb",FALSE,7053,NA,2020-02-18 18:09:55,FALSE,NA,"1229830416930091009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",426,FALSE,FALSE,NA,NA
"RT @amandaapleaseex: If anyone needs a new show to binge on Netflix, watch <U+201C>The Stranger.<U+201D>  So intense. https://t.co/XFNcDqmr8J",FALSE,0,NA,2020-02-18 17:59:21,FALSE,NA,"1229827758177558535",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",45,TRUE,FALSE,NA,NA
"RT @NetflixIsAJoke: One day                                 48 days      
into 2020                               into 2020 https://t.co/HR<U+2026>",FALSE,0,NA,2020-02-18 17:43:12,FALSE,NA,"1229823692756090882",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",2655,TRUE,FALSE,NA,NA
"RT @WHlMSlCALWONDER: Ok this new Netflix show Love is Blind is a WILD CONCEPT https://t.co/dYq1xG9ac2",FALSE,0,NA,2020-02-18 17:32:09,FALSE,NA,"1229820912863764485",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",134,TRUE,FALSE,NA,NA
"RT @Brandonp_16: Me: Love is Blind sounds like a stupid show

...watches the first episode

Also Me: If Cameron and Lauren don<U+2019>t stay toget<U+2026>",FALSE,0,NA,2020-02-18 17:30:55,FALSE,NA,"1229820603055661057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",707,TRUE,FALSE,NA,NA
"RT @shadypalmytree: #LoveIsBlind #loveisblindnetflix 

Jessica: I want to connect with other people.
Mark: <U+0001F625> ok...
Barnett: I want to conne<U+2026>",FALSE,0,NA,2020-02-18 17:29:27,FALSE,NA,"1229820236087599115",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",214,TRUE,FALSE,NA,NA
"RT @yasmin86: Is Rory a contestant or the house therapist #LoveIsBlind https://t.co/Nr1IXazZ4r",FALSE,0,NA,2020-02-18 17:28:52,FALSE,NA,"1229820086632042496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",150,TRUE,FALSE,NA,NA
"RT @Kurenai240: #LoveIsBlind
#loveisblindnetflix

Lauren: I don't think I've ever met someone from the state of Maine before.

Cameron: I'm<U+2026>",FALSE,0,NA,2020-02-18 17:28:28,FALSE,NA,"1229819986203627521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",153,TRUE,FALSE,NA,NA
"@VonalinaCake @LisaKudrow absolutely yes",FALSE,10,"VonalinaCake",2020-02-18 16:54:08,FALSE,"1229811241755009024","1229811346067410947","14811886","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"RT @contodonetflix: I know you've all been waiting very ~patiently~ for this update: #OnMyBlock returns 3.11 <U+0001F64C><U+0001F3FE> https://t.co/WofDb1FUMR",FALSE,0,NA,2020-02-18 16:05:26,FALSE,NA,"1229799089308610561",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",1020,TRUE,FALSE,NA,NA
"RT @seewhatsnext: #OnMyBlock Season 3 premieres March 11 <U+2014> FIRST LOOK: https://t.co/ijKn7N3Aq0",FALSE,0,NA,2020-02-18 16:04:25,FALSE,NA,"1229798835020615683",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",10651,TRUE,FALSE,NA,NA
"Mae Martin created and stars in Feel Good, a semi-autobiographical exploration of love, addiction, and sexuality th<U+2026> https://t.co/4Ef84j09Xt",FALSE,2689,NA,2020-02-18 15:30:00,TRUE,NA,"1229790172650192896",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",327,FALSE,FALSE,NA,NA
"Chris Hemsworth plays a fearless black market mercenary who embarks on the most deadly mission of his career.

Get<U+2026> https://t.co/JBS75wsiLU",FALSE,2263,NA,2020-02-18 15:00:11,TRUE,NA,"1229782669594107904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",243,FALSE,FALSE,NA,NA
"@debra6179 that's too bad, you're missing out on an amazing show",FALSE,43,"debra6179",2020-02-18 14:43:58,FALSE,"1229769297049903110","1229778589773651969","1050806638913957893","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",0,FALSE,FALSE,NA,NA
"The kids are coming...

Elite Season 3 premieres March 13 https://t.co/aFJvcXZcHi",FALSE,21379,NA,2020-02-18 14:00:31,FALSE,NA,"1229767654862401536",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",5633,FALSE,FALSE,NA,NA
"RT @EvaLongoria: Streaming NOW on Netflix! So proud to have directed this show with @mariolopez @jencarlosmusic @paulinafchavez 

Thanks fo<U+2026>",FALSE,0,NA,2020-02-18 12:19:51,FALSE,NA,"1229742321790484480",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",67,TRUE,FALSE,NA,NA
"congratulations to The Cheesecake Factory for being named the fanciest restaurant in the world by renowned food cri<U+2026> https://t.co/LgcUwYeLw3",FALSE,5133,NA,2020-02-17 23:53:55,TRUE,NA,"1229554601294225410",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",418,FALSE,FALSE,NA,NA
"RT @saratcha10: Locke and Key on @netflix has to be one of the most confusing and fascinating show I<U+2019>ve seen in a long time! I<U+2019>m so hooked<U+2026>",FALSE,0,NA,2020-02-17 23:29:22,FALSE,NA,"1229548420660105216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",74,TRUE,FALSE,NA,NA
"RT @misfitkywy: Locke and Key on Netflix is SO GOOD, if you get a chance to watch it... please do",FALSE,0,NA,2020-02-17 23:28:39,FALSE,NA,"1229548240502247425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",226,TRUE,FALSE,NA,NA
"RT @kayschimmy: It<U+2019>s 5:30am and I<U+2019>ve spent the whole night binge watching Locke and key on Netflix. I cannot believe the ending I<U+2019>m literal<U+2026>",FALSE,0,NA,2020-02-17 23:28:02,FALSE,NA,"1229548085149360128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",33,TRUE,FALSE,NA,NA
"@WalmartWorld obsessed! @Jerry_K2TR &amp; Heather would be the ultimate dream team",FALSE,14,"WalmartWorld",2020-02-17 23:14:50,FALSE,"1229501612441440258","1229544767115186177","93634334","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","netflix",2,FALSE,FALSE,NA,NA
"RT @strongblacklead: Man....@Rahne_Jones is truly something special. Her audition story for her role in #ThePolitician will absolutely moti<U+2026>",FALSE,0,NA,2020-02-17 22:20:46,FALSE,NA,"1229531157802504192",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",101,TRUE,FALSE,NA,NA
"RT @NetflixQueue: Making Mat and more with @netflix CHEER star Jerry Harris. In our first Queue &amp; A, we talk Jerry<U+2019>s go to karaoke song (@r<U+2026>",FALSE,0,NA,2020-02-17 17:32:20,FALSE,NA,"1229458573748404224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",394,TRUE,FALSE,NA,NA
"RT @MidnightsDarlin: I am Not Okay With This trailer finally dropped and I<U+2019>m so obsessed already. #iamnotokaywiththis https://t.co/WCaCB11u<U+2026>",FALSE,0,NA,2020-02-17 16:37:33,FALSE,NA,"1229444784936194050",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",254,TRUE,FALSE,NA,NA
"RT @sloppyhaders: LET'S GO #IANOWT NATION https://t.co/uIFwCBhF5N",FALSE,0,NA,2020-02-17 16:37:19,FALSE,NA,"1229444726912192520",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","netflix",390,TRUE,FALSE,NA,NA
"It<U+2019>s like if John Hughes made a superhero movie. 

I Am Not Okay With This premieres February 26 https://t.co/39nM87rJic",FALSE,44522,NA,2020-02-17 15:03:39,FALSE,NA,"1229421153636085765",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",7565,FALSE,FALSE,NA,NA
"Lana Condor, Noah Centineo, Jordan Fisher &amp; Jenny Han gave some To All The Boys superfans the surprise of their liv<U+2026> https://t.co/dvZupb6GAr",FALSE,3611,NA,2020-02-16 19:32:35,TRUE,NA,"1229126446733393920",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","netflix",358,FALSE,FALSE,NA,NA
"RT @CHAI_TEA2702: Everytime I hear the narcos theme song 

#narcos #narcosm<U+00E9>xico https://t.co/XkHc8FORyV",FALSE,0,NA,2020-02-15 18:48:55,FALSE,NA,"1228753068172271616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",55,TRUE,FALSE,NA,NA
"RT @claisweird: Me during the theme song of #NarcosMexico @NarcosNetflix
I'm so glad it's back! https://t.co/ZsAzOCRUeg",FALSE,0,NA,2020-02-15 18:48:27,FALSE,NA,"1228752950488530945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",12,TRUE,FALSE,NA,NA
"RT @IceCreamTony: Narcos Mexico opening credits got me like #NarcosMexico #NarcosMexico2 https://t.co/oCrV68caKm",FALSE,0,NA,2020-02-15 18:46:55,FALSE,NA,"1228752565753401344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1223,TRUE,FALSE,NA,NA
"RT @Icbarrios11: No one

Absolutely no one

Me:
#NarcosMexico #Netflix #Season2 https://t.co/o5efUD5RmU",FALSE,0,NA,2020-02-15 18:46:37,FALSE,NA,"1228752491044466688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","netflix",1050,TRUE,FALSE,NA,NA
"@cscintheworld You may enjoy The Chilling Adventures of Sabrina or Marianne #whattowatchonnetflix",FALSE,5,"cscintheworld",2020-02-15 02:16:39,FALSE,"1228433861471805441","1228503356106252288","1023336448269996033","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",2,FALSE,FALSE,NA,NA
"@dyewitssofy You absolutely should! But there is also Isi &amp; Ossi and Triad Princess, if you're in the mood for some<U+2026> https://t.co/PnbaMitCT2",FALSE,3,"dyewitssofy",2020-02-15 02:15:50,TRUE,"1228428878072483840","1228503151411712000","987897140050526208","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",1,FALSE,FALSE,NA,NA
"@Brandon53042069 If you've already finished The Flash, Supergirl  and DC's Legends of Tomorrow give The Witcher a shot #whattowatchonnetflix",FALSE,2,"Brandon53042069",2020-02-15 02:15:12,FALSE,"1228462575718813696","1228502992602779649","1211162636932354048","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",2,FALSE,FALSE,NA,NA
"@stanfeminists Don't worry, we got you covered! Watch Cable Girls, The Bonfire of Destiny or The Duchess #whattowatchonnetflix",FALSE,2,"stanfeminists",2020-02-15 02:14:39,FALSE,"1228434560968470530","1228502855054757890","1215759386703953922","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",1,FALSE,FALSE,NA,NA
"@kingdaddy If you like horror, maybe try The Ring, Eerie or The Haunting of Hill House #whattowatchonnetflix",FALSE,2,"kingdaddy",2020-02-15 02:13:19,FALSE,"1228462504642326528","1228502519946661888","146234736","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",1,FALSE,FALSE,NA,NA
"@its_a_holly For romance with a thrilling twist, try Dirty John or Earthquake Bird. But for something more romcom-y<U+2026> https://t.co/00wYuwD4BN",FALSE,1,"its_a_holly",2020-02-15 02:12:31,TRUE,"1228462508056416256","1228502315772059648","919231592647872515","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@GonzalezJ_David The Pharmacist, The Mind of Aaron Hernandez and the Confession Killers will fill that true crime g<U+2026> https://t.co/m3fpPdFCqm",FALSE,1,"GonzalezJ_David",2020-02-15 02:12:30,TRUE,NA,"1228502312898920448","2312868559","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",2,FALSE,FALSE,NA,NA
"@SugaShay_  If you want something with a similar vibe, try One Day, Irreplaceable You or PS I Love You #whattowatchonnetflix",FALSE,1,"SugaShay_",2020-02-15 02:11:14,FALSE,"1228471475784560640","1228501995016814592","1054233402445103104","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Nikilok2001 Sounds like maybe you'd like Murder Mystery or Dumplin' #whattowatchonnetflix",FALSE,5,"Nikilok2001",2020-02-15 02:10:43,FALSE,"1228461636693975043","1228501864431472646","931651895894138880","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@tirumas7an Check out Ultraman or Knights of the Zodiac for some saving the world energy...or Baki for more combat-<U+2026> https://t.co/47ejRrUaX6",FALSE,4,"tirumas7an",2020-02-15 02:10:31,TRUE,"1228462615627583491","1228501811889344512","943215878551801859","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@jascheetz9 The Magicians combines magical fantasy with complicated romantic entanglements #whattowatchonnetflix",FALSE,4,"jascheetz9",2020-02-15 02:10:30,FALSE,"1228462887095672837","1228501808043216897","1373359694","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@e_gilbert44 so good!  If you want more stories based on Harlan Coben novels, try Safe and The Five.  #whattowatchonnetflix",FALSE,3,"e_gilbert44",2020-02-15 02:08:52,FALSE,"1228478040113635335","1228501397055909889","278380274","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Rafas0147 follow it up with the powerful When They See Us #whattowatchonnetflix",FALSE,1,"Rafas0147",2020-02-15 02:07:39,FALSE,"1228463914482110465","1228501093509890048","891303811","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@HeyDevyDev Sounds like it's time to try The Kissing Booth, The Perfect Date or Love O2O #whattowatchonnetflix",FALSE,1,"HeyDevyDev",2020-02-15 02:07:33,FALSE,"1228461757548679169","1228501066213253121","35959070","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",1,FALSE,FALSE,NA,NA
"@StarbeamNight How about The Perfect Date, or Set it Up? Both romantic, both feel-good. One has Noah Centineo as well. #whattowatchonnetflix",FALSE,2,"StarbeamNight",2020-02-15 02:07:05,FALSE,"1228462056556449792","1228500950106693633","44557821","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@shakeitoffgirl5 time to watch @taylorswift13 's reputation stadium tour next! #whattowatchonnetflix",FALSE,71,"shakeitoffgirl5",2020-02-15 02:06:55,FALSE,"1228461736598044672","1228500909136711680","246366880","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",15,FALSE,FALSE,NA,NA
"@Bshitu If you like Norweggian content, check out Ragnarok, Borderliner or Nobel #whattowatchonnetflix",FALSE,1,"Bshitu",2020-02-15 02:06:51,FALSE,"1228462218532048896","1228500890757292032","388526953","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Jill_Marie01 You can get love and murder in You! #whattowatchonnetflix",FALSE,4,"Jill_Marie01",2020-02-15 02:06:29,FALSE,"1228461415729635329","1228500797543067648","456113306","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@xtechie YOU have to watch Dirty John and Dexter #whattowatchonnetflix",FALSE,1,"xtechie",2020-02-15 02:05:08,FALSE,"1228461510869102593","1228500458399989762","704661475265257473","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Rx_lxxv Might be to time to rewatch Black Panther, Ant-Man and the Wasp or Spider-Man: Into the Spider-Verse #whattowatchonnetflix",FALSE,2,"Rx_lxxv",2020-02-15 02:04:54,FALSE,"1228462244893208576","1228500400241807363","1145194707598938112","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Beladean_supnat For high fantasy vibes, go with the Witcher! Or jump into Once Upon a Time for some fairytale adve<U+2026> https://t.co/HFqtoGgJPl",FALSE,1,"Beladean_supnat",2020-02-15 02:04:29,TRUE,"1228463181745524737","1228500296508334084","3031288159","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@graciela_june Maybe try Taylor Swift: Miss Americana or Quincy next #whattowatchonnetflix",FALSE,5,"graciela_june",2020-02-15 02:04:29,FALSE,"1228463641701208064","1228500294448926721","888146871335530496","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@chiquitababy Someone Great is a great watch any day of the year #whattowatchonnetflix",FALSE,1,"chiquitababy",2020-02-15 02:03:51,FALSE,"1228464332327002113","1228500133995827200","17909085","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@SoulPhyreII New Girl, Arrested Development or Crashing for people-in-new-and-funny-living-situation comedies. #whattowatchonnetflix",FALSE,1,"SoulPhyreII",2020-02-15 02:02:56,FALSE,"1228463384556920832","1228499906295476226","391367246","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Alexecuted you'll love Elisa y Marcela and Below Her Mouth #whattowatchonnetflix",FALSE,1,"Alexecuted",2020-02-15 02:02:42,FALSE,"1228464187325722625","1228499844966293505","972618954916196354","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Axelisawesome1 Try Chilling Adventures of Sabrina, The Magicians or Ragnarok #whattowatchonnetflix",FALSE,2,"Axelisawesome1",2020-02-15 02:02:28,FALSE,"1228463976717135872","1228499789245014017","1079825206624030721","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",1,FALSE,FALSE,NA,NA
"@Nerdygeek77 Try Chilling Adventures of Sabrina, Ragnarok or the Magicians! #whattowatchonnetflix",FALSE,3,"Nerdygeek77",2020-02-15 02:01:40,FALSE,"1228462291340931072","1228499585200422912","1554746947","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@liv39016715 check out Derry Girls, Atypical for more teen fun #whattowatchonnetflix",FALSE,2,"bitterbesitos",2020-02-15 02:01:23,FALSE,"1228464604533153792","1228499517173063681","948059142593437696","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@VanManAndrew Try The Magicians, The Chilling Adventures of Sabrina or Mortel #whattowatchonnetflix",FALSE,1,"VanManAndrew",2020-02-15 02:00:52,FALSE,"1228464429328715780","1228499384213688321","2201084801","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@StephGray1995 Try some more Noah Centineo: the Perfect Date, Swiped and Sierra Burgess is a Loser. #whattowatchonnetflix",FALSE,2,"StephGray1995",2020-02-15 02:00:30,FALSE,"1228463049595486209","1228499291318235138","59642397","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@spinsaweb Maybe try Wu Assassins for more fight choreography or Altered Carbon next. #whattowatchonnetflix",FALSE,1,"spinsaweb",2020-02-15 01:59:57,FALSE,"1228464565282902016","1228499152687988736","1214249610543128577","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@batameezbachha you'll love Dirty John for more insane relationship drama #whattowatchonnetflix",FALSE,1,"batameezbachha",2020-02-15 01:58:59,FALSE,"1228464260285468672","1228498910265724929","799533776082796545","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@BettinaRachelle For more topical comedy, watch The Patriot Act with Hasan Minhaj or My Next Guest Needs No Introdu<U+2026> https://t.co/Q07bgWxmsh",FALSE,3,"BettinaRachelle",2020-02-15 01:58:56,TRUE,"1228462808318136320","1228498900505546752","1192846496846102528","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@RoseyMorearty Try Strong Girl Bong Soon! Or have you seen the Aggretsuko Christmas special--We Wish You a Metal Ch<U+2026> https://t.co/OeAmxD3Xnx",FALSE,2,"RoseyMorearty",2020-02-15 01:58:29,TRUE,"1228462242493915136","1228498783941668865","613092316","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@SayWhatJenn Maybe try The Kissing Booth, Set It Up or Triad Princess for more delightful romance #whattowatchonnetflix",FALSE,1,"SayWhatJenn",2020-02-15 01:56:29,FALSE,"1228464432445108226","1228498283334709249","257754840","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@loulaaax Keep the amazing supernatural vibes going with the Chilling Adventures of Sabrina, or go more realistic Y<U+2026> https://t.co/9CqgZnFSxS",FALSE,2,"loulaaax",2020-02-15 01:55:36,TRUE,"1228462199057920001","1228498058855550977","3295178101","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@helloheyjoe For some great animal content, the new docuseries Night on Earth breathtakingly showcases the beauty o<U+2026> https://t.co/Ac4BwnoDOe",FALSE,4,"helloheyjoe",2020-02-15 01:55:33,TRUE,"1228462187389190144","1228498046700412928","876407292","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@capturedinpics Try The Kissing Booth, The Perfect Date or Love O2O #whattowatchonnetflix",FALSE,1,"capturedinpics",2020-02-15 01:54:40,FALSE,"1228464114076282881","1228497823336976384","2820525872","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Da_Robfather try El Chapo or El Marginal for more cartel content #whattowatchonnetflix",FALSE,1,"Da_Robfather",2020-02-15 01:53:51,FALSE,"1228465668506427393","1228497619896414209","74819804","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@LEGENDARYMSR69 if you loved Big Mouth you'll probably love Disenchantment and Paradise PD #whattowatchonnetflix",FALSE,0,"LEGENDARYMSR69",2020-02-15 01:53:45,FALSE,"1228462905785507840","1228497595976339456","1225034323922911232","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@swavery2003 Watch Spiderman Into the Spider-Verse or Black Panther if you want more superhero content #whattowatchonnetflix",FALSE,0,"swavery2003",2020-02-15 01:53:43,FALSE,"1228463230466568192","1228497584953733120","222605076","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Iam_Trident Try the Haunting of Hill House if you want more horror! Or October Faction if you want something that'<U+2026> https://t.co/QEtU3QZ7cw",FALSE,3,"Iam_Trident",2020-02-15 01:51:12,TRUE,"1228462616550551553","1228496952154869760","2158407284","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@Des_the1andonly Then maybe you'll want to try The Kissing Booth, The Perfect Date or Love O2O #whattowatchonnetflix",FALSE,0,"Des_the1andonly",2020-02-15 01:51:04,FALSE,NA,"1228496918680043522","3090075455","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@joshfromireland Sounds like it's time to try out GLOW, Russian Doll or Dead to Me #whattowatchonnetflix",FALSE,2,"joshfromireland",2020-02-15 01:49:42,FALSE,"1228463440601243648","1228496574675931136","1122228060160450560","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
"@prettyflacoRick Try The Good Place, Atypical or Dead to Me for more whimsical comedy! #whattowatchonnetflix",FALSE,1,"prettyflacoRick",2020-02-15 01:48:28,FALSE,"1228463667341135873","1228496262963630080","1127454634778484736","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","netflix",0,FALSE,FALSE,NA,NA
